TOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ORDER,SUBGROUP,SUBGROUP_ORDER,ESTIMATE_TYPE,TIME_PERIOD,ESTIMATE
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2022,63.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2023,64.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2019,57.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2020,55.4
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2022,56.0
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Nonmetropolitan,55,"Percent of population, crude",2023,58.7
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2019,42.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2020,40.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2022,38.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,No high school diploma or GED,56,"Percent of population, crude",2023,44.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2019,55.9
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2020,54.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2022,52.9
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,High school diploma or GED,57,"Percent of population, crude",2023,55.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2019,65.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2020,63.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2022,63.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,Some college,58,"Percent of population, crude",2023,64.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2019,79.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2020,78.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2022,78.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Education,17,College degree or higher,59,"Percent of population, crude",2023,79.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2019,67.7
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2020,66.0
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2022,66.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed,60,"Percent of population, crude",2023,67.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2019,67.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2020,66.4
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2022,66.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Full-time,61,"Percent of population, crude",2023,67.4
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2019,67.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2020,64.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2022,65.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Employed - Part-time,62,"Percent of population, crude",2023,66.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2019,61.3
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2020,58.7
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2022,58.9
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed,63,"Percent of population, crude",2023,62.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2019,61.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2020,58.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2022,59.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has worked previously,64,"Percent of population, crude",2023,62.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2019,63.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2020,58.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2022,54.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Employment status,18,Not employed - Has never worked,65,"Percent of population, crude",2023,62.3
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2019,73.4
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2020,71.9
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2022,73.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Private,66,"Percent of population, crude",2023,75.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2019,40.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2020,44.4
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2022,38.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare and Medicaid,67,"Percent of population, crude",2023,44.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2019,67.4
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2020,63.3
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2022,64.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare Advantage,68,"Percent of population, crude",2023,68.3
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2019,54.9
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2020,54.6
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2022,53.7
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Medicare only excluding Medicare Advantage,69,"Percent of population, crude",2023,58.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2019,53.9
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2020,57.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2022,57.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: 65 years and older,19,Other government coverage,70,"Percent of population, crude",2023,57.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2019,73.7
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2020,71.2
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2022,71.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Private,72,"Percent of population, crude",2023,72.5
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2019,55.4
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2020,50.7
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2022,51.1
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Medicaid or other state programs,73,"Percent of population, crude",2023,54.0
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2019,58.8
Dental exam or cleaning,Oral health,Socioeconomic Characteristic,Health insurance coverage: Younger than 65 years,20,Other government coverage,74,"Percent of population, crude",2020,53.7
